customerid,firstpurchasedate,lastpurchasedate,totalpurchases,totalrevenue,referralsource,churnindicator,discountsused,productcategory,responsetolastcampaign,feedbackscore,preferredpaymentmethod,supportticketsraised,hasloyaltycard,frequency
6490,2020-01-09,2022-08-09,30,5989,Influencer endorsements,0,3,S54,ignored,5.0,debit card,0,no,6
29653,2020-01-11,2023-02-20,23,4559,Word of mouth,0,3,R66,ignored,4.719355831750523,credit card,0,no,14
22289,2021-08-26,2022-04-02,10,10955,Online advertisements,0,3,Y72,ignored,4.020005164426168,debit card,0,no,2
32026,2019-08-25,2021-01-30,14,12644,Traditional media outreach,1,0,A86,purchased,3.9734026089283563,cash,0,no,12
44640,2019-12-20,2022-05-14,14,11246,Email campaigns,0,4,R66,ignored,4.221607256742395,debit card,0,no,5
12195,2020-01-31,2021-03-14,20,6707,Social media promotions,0,6,G46,ignored,5.0,debit card,0,no,14
21680,2020-10-09,2021-12-18,13,5628,Social media promotions,1,2,G69,ignored,5.0,debit card,0,no,2
35019,2020-03-28,2022-06-20,23,11626,Online advertisements,1,1,V07,ignored,4.059673860337107,credit card,0,no,1
21135,2020-01-23,2021-12-16,12,9990,Online advertisements,0,4,Q93,ignored,4.472183606634467,debit card,0,no,5
18095,2020-12-15,2023-03-09,19,11319,Online advertisements,1,6,P95,ignored,4.5167606342968,debit card,0,no,5
13761,2019-05-30,2020-01-13,10,9985,Word of mouth,0,0,E48,ignored,4.854683208092869,credit card,0,no,6
20603,2022-08-14,2023-03-25,13,10446,Influencer endorsements,0,3,G39,opened mail,4.732349069647898,google pay,0,no,8
9152,2020-05-08,2020-11-26,9,9345,Social media promotions,0,1,R33,ignored,4.079302474753386,debit card,0,no,5
48140,2019-04-22,2023-02-08,30,12327,In-store promotions,0,6,K87,opened mail,5.0,cash,0,no,20
12416,2023-01-20,2023-05-25,22,11416,In-store promotions,1,2,C67,opened mail,1.3118876842149478,cash,0,yes,6
11916,2020-05-01,2023-05-11,28,12158,Online advertisements,0,6,I17,ignored,5.0,credit card,0,no,12
32129,2019-06-27,2023-03-15,29,9486,Influencer endorsements,1,4,Y33,ignored,5.0,paypal,0,no,21
37186,2019-08-19,2019-11-17,15,11561,Social media promotions,1,5,Z80,ignored,4.984309190862535,debit card,0,no,15
5214,2022-06-22,2022-09-22,14,6284,In-store promotions,1,4,B65,opened mail,5.0,cash,0,no,5
48622,2020-05-01,2021-11-16,24,6209,Online advertisements,1,6,R71,ignored,5.0,credit card,0,no,4
37219,2019-12-11,2020-06-09,7,7567,Influencer endorsements,0,1,J71,ignored,5.0,paypal,0,no,1
26533,2019-07-18,2019-08-30,25,10752,Influencer endorsements,1,6,E94,ignored,4.849911435092138,debit card,0,no,25
14205,2020-10-13,2022-05-28,20,10456,Online advertisements,0,6,V10,ignored,4.215723490465609,debit card,0,no,14
41879,2019-03-03,2020-04-24,15,6837,Word of mouth,1,0,E72,ignored,5.0,credit card,0,no,2
45474,2019-08-30,2020-12-04,7,10868,Influencer endorsements,1,2,X46,ignored,5.0,paypal,0,no,7
32507,2020-10-28,2022-12-14,6,10351,Influencer endorsements,0,1,Q81,opened mail,4.1715098229802425,google pay,0,no,4
23789,2019-03-30,2020-11-17,17,9676,Online advertisements,0,6,H32,ignored,2.3468022197880036,debit card,0,yes,17
48113,2019-06-13,2021-08-03,27,12218,Influencer endorsements,0,3,I54,ignored,2.9701017643315613,debit card,0,yes,6
35103,2021-07-27,2021-12-05,25,9128,Social media promotions,1,2,R10,ignored,2.7807878459797926,debit card,0,yes,11
21742,2019-08-14,2020-11-21,25,7024,Influencer endorsements,1,4,T05,ignored,5.0,apple pay,0,no,12
41655,2022-12-28,2023-03-13,28,10138,Online advertisements,0,1,Z05,ignored,2.563941769644487,credit card,0,yes,28
48965,2021-10-10,2022-11-17,8,8632,In-store promotions,0,4,A69,opened mail,4.404326122849479,cash,0,no,2
13899,2020-07-02,2021-08-03,12,10193,Online advertisements,0,6,T94,ignored,5.0,debit card,0,no,3
41493,2022-02-17,2023-05-19,9,8923,Online advertisements,0,4,I43,ignored,4.355166191390708,debit card,0,no,5
49354,2019-09-28,2022-08-05,5,9971,Word of mouth,1,4,X98,ignored,5.0,credit card,0,no,3
19261,2022-08-29,2023-08-21,31,6624,Word of mouth,0,0,Y63,ignored,5.0,credit card,0,no,7
35711,2020-01-17,2022-02-16,21,10491,Email campaigns,0,4,B33,ignored,4.778541815086117,debit card,0,no,1
25898,2020-10-22,2020-12-02,8,10761,Online advertisements,0,3,C46,ignored,5.0,credit card,0,no,8
16069,2019-06-19,2022-03-07,21,6348,In-store promotions,0,3,S81,opened mail,5.0,cash,0,no,12
46804,2020-10-25,2022-08-21,24,11494,Word of mouth,1,2,P82,ignored,4.822855523645241,credit card,0,no,16
18247,2020-07-12,2023-04-24,10,10718,Online advertisements,0,6,S83,ignored,4.254800824477064,debit card,0,no,4
28794,2021-03-12,2022-07-29,23,8196,Online advertisements,1,5,Q64,ignored,5.0,debit card,0,no,13
48433,2019-04-06,2020-02-02,23,4634,Word of mouth,0,4,K19,ignored,5.0,credit card,0,no,7
23650,2019-12-21,2020-01-31,15,8007,Word of mouth,0,4,Y80,ignored,5.0,credit card,0,no,15
33510,2021-04-02,2023-08-18,31,12443,Social media promotions,1,1,J08,ignored,4.197063534044316,debit card,0,no,24
48086,2019-11-16,2020-12-12,20,4922,Social media promotions,0,0,I46,ignored,5.0,debit card,0,no,11
34082,2019-07-02,2023-06-21,15,10304,Social media promotions,1,5,K60,ignored,4.472983766652134,debit card,0,no,10
16420,2022-02-15,2022-06-06,5,9288,Email campaigns,1,2,L99,ignored,5.0,debit card,0,no,3
42584,2020-03-15,2023-01-15,22,10232,Influencer endorsements,0,5,Z89,ignored,5.0,debit card,0,no,12
34979,2021-10-08,2022-06-12,14,11522,Word of mouth,1,4,T21,ignored,5.0,credit card,0,no,2
31640,2020-05-04,2022-08-12,28,10242,Social media promotions,1,1,D55,ignored,5.0,debit card,0,no,16
42283,2020-11-03,2021-04-13,10,5716,Traditional media outreach,1,6,W51,purchased,5.0,cash,1,no,7
43166,2019-06-11,2022-05-03,29,5524,Email campaigns,1,0,U36,ignored,5.0,debit card,0,no,29
14246,2021-11-12,2023-04-20,10,10021,Influencer endorsements,1,6,O81,ignored,3.076293543313913,paypal,0,no,9
30606,2021-03-28,2022-08-09,12,9823,Online advertisements,1,2,L16,ignored,5.0,debit card,0,no,4
9193,2020-05-08,2023-08-30,30,6987,Influencer endorsements,1,5,G27,opened mail,5.0,afterpay,0,no,5
15821,2019-04-09,2023-05-27,39,10072,Influencer endorsements,1,2,R04,opened mail,3.9216142232804447,afterpay,0,yes,9
20826,2020-04-20,2023-04-07,26,5778,Email campaigns,0,4,S19,ignored,4.0757328374594755,debit card,0,no,1
6829,2019-03-11,2021-02-10,7,7774,Traditional media outreach,0,2,X72,purchased,4.715242957121136,cash,1,no,5
9832,2020-03-24,2020-06-26,20,5919,Word of mouth,1,6,G48,ignored,5.0,credit card,0,no,10
33938,2019-06-16,2020-05-29,11,10177,Word of mouth,0,1,D15,ignored,5.0,credit card,0,no,8
27607,2019-05-28,2020-02-19,12,12335,Influencer endorsements,1,2,S06,opened mail,3.768855270689814,afterpay,0,no,11
10003,2021-02-21,2022-10-21,25,10493,In-store promotions,1,3,W97,opened mail,5.0,cash,0,no,12
33156,2023-03-31,2023-06-24,1,9755,Word of mouth,0,1,P63,ignored,4.557248551618545,credit card,0,no,1
46538,2020-01-30,2023-07-09,25,9368,Online advertisements,1,5,S73,ignored,5.0,credit card,0,no,17
30918,2020-01-10,2020-07-14,22,9974,Word of mouth,1,0,Q58,ignored,4.196018645304858,credit card,0,no,1
5776,2020-07-02,2021-03-14,20,8472,Online advertisements,1,0,V21,ignored,4.2485023275022735,debit card,0,no,5
48296,2021-03-05,2021-11-09,28,6657,Influencer endorsements,1,4,C07,opened mail,3.222010534274321,afterpay,0,no,7
11434,2020-06-28,2021-09-29,25,8824,Email campaigns,0,4,Y71,ignored,3.548815330163213,debit card,0,no,5
27518,2020-04-27,2021-08-03,13,7637,Online advertisements,1,3,J89,ignored,5.0,debit card,0,no,11
48565,2021-05-18,2021-10-23,5,8293,Online advertisements,1,5,O00,ignored,5.0,debit card,0,no,3
15444,2019-09-08,2022-05-22,27,6405,Word of mouth,1,6,N89,ignored,3.0547637775258254,credit card,0,yes,15
16189,2022-04-01,2023-01-04,17,6416,Online advertisements,0,0,I36,ignored,3.0798994009518936,debit card,0,yes,5
28363,2022-06-07,2022-10-05,12,6172,Influencer endorsements,1,0,U56,ignored,2.2451190571723436,debit card,0,yes,11
27599,2019-08-13,2023-03-04,5,8376,Traditional media outreach,0,0,F35,purchased,5.0,cash,1,no,1
25544,2019-10-19,2019-12-11,17,6151,In-store promotions,0,6,L19,opened mail,5.0,cash,0,no,17
28856,2019-10-23,2022-07-01,18,11830,Word of mouth,1,0,V44,ignored,2.3884633411734404,credit card,0,yes,17
36427,2021-05-19,2023-01-16,24,11570,In-store promotions,1,2,P16,opened mail,5.0,cash,0,no,17
21290,2020-03-15,2021-11-15,12,10869,Influencer endorsements,0,5,U75,opened mail,2.5781622005994635,sezzle,0,yes,9
9283,2019-06-26,2023-08-09,24,7620,Influencer endorsements,1,1,I91,opened mail,5.0,sezzle,0,no,20
21539,2019-06-08,2020-01-11,28,4939,Social media promotions,0,1,Z74,ignored,5.0,debit card,0,no,7
19854,2019-10-13,2022-10-05,16,5861,Social media promotions,0,3,V47,ignored,5.0,debit card,0,no,15
21068,2021-08-29,2022-03-04,15,9584,Online advertisements,1,2,J93,ignored,5.0,debit card,0,no,7
24433,2019-10-05,2022-01-07,13,4634,Word of mouth,1,0,V27,ignored,5.0,credit card,0,no,6
5049,2019-05-28,2020-06-07,13,5948,Online advertisements,0,0,V70,ignored,5.0,credit card,0,no,12
49263,2019-02-15,2021-02-10,27,11880,Online advertisements,0,4,W14,ignored,5.0,credit card,0,no,15
17830,2020-02-29,2022-07-20,29,8613,Social media promotions,0,4,K96,ignored,4.137368654574903,debit card,0,no,23
18024,2020-08-17,2023-04-05,32,6073,Influencer endorsements,0,3,W95,opened mail,4.467358727227181,google pay,0,no,20
46447,2019-03-17,2021-05-01,18,11108,Social media promotions,1,0,I69,ignored,4.155935151316078,debit card,0,no,17
30267,2020-08-16,2020-12-12,14,12382,Word of mouth,1,3,T35,ignored,5.0,credit card,0,no,1
46658,2020-09-19,2022-10-18,27,6500,Traditional media outreach,1,2,H61,purchased,4.221002892324647,cash,0,no,2
19540,2022-01-22,2023-01-26,19,8148,Traditional media outreach,1,1,W31,purchased,4.738731105462403,cash,0,no,9
23362,2022-02-25,2022-04-30,31,7573,Influencer endorsements,1,0,T58,opened mail,4.027568240835846,sezzle,0,no,31
47949,2020-09-20,2022-06-27,14,6215,Traditional media outreach,0,5,W74,purchased,4.554746303831926,eft,<2,no,5
32664,2020-01-06,2023-02-28,20,8241,Influencer endorsements,1,6,E16,ignored,5.0,debit card,0,no,3
28030,2019-06-17,2020-01-18,26,12416,Traditional media outreach,1,2,H12,purchased,5.0,cash,1,no,7
12201,2021-10-31,2022-01-29,29,11411,Word of mouth,1,0,T70,ignored,5.0,credit card,0,no,29
48938,2021-11-30,2022-11-02,11,8893,Online advertisements,1,6,S56,ignored,5.0,debit card,0,no,1
27370,2021-05-17,2021-09-08,23,5074,Online advertisements,1,5,Z19,ignored,5.0,credit card,0,no,1
22227,2020-10-17,2023-05-03,15,12488,Online advertisements,0,4,L89,ignored,4.664072367683856,credit card,0,no,3
19128,2019-04-17,2019-05-10,6,6558,Word of mouth,0,3,C91,ignored,4.611647332737599,credit card,0,no,6
14020,2020-03-08,2023-02-10,15,7061,Influencer endorsements,0,4,B96,ignored,5.0,debit card,0,no,5
15125,2019-04-18,2023-01-02,21,6464,Influencer endorsements,1,1,P96,opened mail,4.419258098425614,sezzle,0,no,15
28927,2020-09-03,2023-03-14,27,7653,Influencer endorsements,0,4,K02,ignored,2.887069762915735,debit card,0,yes,6
28898,2021-05-02,2021-06-11,5,9379,Word of mouth,0,0,M69,ignored,5.0,credit card,0,no,5
5745,2019-06-13,2021-05-03,9,12103,In-store promotions,1,5,Q36,opened mail,4.398310057013383,cash,0,no,1
25226,2019-09-21,2021-08-22,17,5801,Influencer endorsements,1,4,U67,ignored,4.3291154128948275,debit card,0,no,5
47387,2021-01-26,2023-03-04,19,7659,Social media promotions,1,0,W62,ignored,1.7712010290366336,debit card,0,yes,19
45241,2021-10-09,2022-06-17,14,8323,Influencer endorsements,0,1,Q31,ignored,3.9164653062325394,paypal,0,yes,8
27680,2019-10-27,2021-10-18,12,8614,Online advertisements,0,6,C46,ignored,4.84978169874023,credit card,0,no,5
7007,2019-07-06,2023-05-14,22,7627,Online advertisements,1,5,N05,ignored,2.7977039302997686,debit card,0,yes,10
31773,2019-08-06,2021-04-06,20,7145,Event sponsorships,1,4,O27,opened mail,5.0,cash,0,no,13
6707,2019-10-14,2021-09-22,21,10491,Online advertisements,0,3,U14,ignored,5.0,debit card,0,no,18
37132,2020-06-10,2021-05-05,18,8266,Social media promotions,0,3,Q45,ignored,4.7510537912135336,debit card,0,no,17
46411,2019-10-15,2022-09-08,29,10218,In-store promotions,1,5,C09,opened mail,5.0,cash,0,no,24
32263,2019-07-17,2021-12-31,27,6622,Influencer endorsements,1,3,U18,ignored,4.006990785399174,apple pay,0,no,16
39376,2019-05-09,2023-06-16,36,7192,Word of mouth,0,4,A55,ignored,4.634048376436365,credit card,0,no,11
6012,2021-05-16,2023-04-15,30,8463,Word of mouth,1,4,V45,ignored,3.7389715319532897,credit card,0,no,17
45137,2021-02-10,2022-03-13,20,5924,Word of mouth,0,5,P77,ignored,5.0,credit card,0,no,2
11735,2020-01-05,2023-07-16,25,12624,Influencer endorsements,0,4,D79,ignored,4.8838443041843425,debit card,0,no,14
24413,2021-05-05,2022-07-23,18,10598,Social media promotions,0,6,X15,ignored,5.0,debit card,0,no,18
21377,2019-09-29,2020-08-13,29,8425,Word of mouth,0,0,E58,ignored,5.0,credit card,0,no,6
24545,2020-02-19,2021-01-01,25,6966,Traditional media outreach,1,1,D12,purchased,5.0,cash,0,no,8
16634,2020-04-04,2023-02-02,9,7203,Email campaigns,1,6,E58,ignored,5.0,debit card,0,no,7
25252,2021-07-21,2023-01-14,31,8109,Online advertisements,0,6,A95,ignored,5.0,credit card,0,no,24
8861,2020-05-31,2022-09-03,24,10555,Email campaigns,0,3,J54,ignored,4.544639055617858,debit card,0,no,1
45991,2020-08-24,2021-07-24,15,5119,Influencer endorsements,0,0,Y03,ignored,4.435272238863941,paypal,0,no,13
43600,2019-04-08,2021-12-18,11,10916,Word of mouth,0,5,Y57,ignored,5.0,credit card,0,no,3
19495,2019-08-31,2022-03-20,18,8979,Online advertisements,0,3,R45,ignored,5.0,credit card,0,no,6
14237,2020-05-30,2021-10-03,23,5372,In-store promotions,1,0,S59,opened mail,4.917725809091236,cash,0,no,17
14194,2019-04-01,2022-12-20,30,8118,Social media promotions,1,4,J52,ignored,4.35917035116979,debit card,0,no,12
5879,2021-08-08,2022-04-27,6,11795,Influencer endorsements,1,5,C82,ignored,4.856226941763083,debit card,0,no,6
49926,2021-10-24,2021-10-31,20,8802,Social media promotions,1,5,E28,ignored,4.9028647937916405,debit card,0,no,20
29705,2020-04-25,2021-09-24,23,8952,Word of mouth,0,3,Y62,ignored,4.499501769998955,credit card,0,no,10
40862,2020-07-24,2020-08-22,30,6607,Word of mouth,0,4,J16,ignored,5.0,credit card,0,no,30
7457,2020-05-25,2022-02-10,22,8826,Social media promotions,0,3,B23,ignored,5.0,debit card,0,no,13
15189,2020-03-16,2023-06-26,26,11319,Online advertisements,0,2,X40,ignored,4.707971507639883,credit card,0,no,20
33427,2019-10-02,2022-05-15,16,6604,Word of mouth,0,0,G46,ignored,5.0,credit card,0,no,14
32861,2021-11-11,2021-12-05,18,9745,In-store promotions,1,2,N07,opened mail,5.0,cash,0,no,18
47264,2019-06-11,2019-07-20,10,7676,Traditional media outreach,0,0,Z61,purchased,3.2648524001824804,eft,1,yes,10
45633,2021-08-08,2023-07-24,28,5502,In-store promotions,1,1,J68,opened mail,4.131028505812299,cash,0,no,14
6536,2019-05-06,2022-05-29,26,9643,In-store promotions,1,6,P41,opened mail,5.0,cash,0,no,23
29579,2020-07-30,2023-06-02,23,11014,Online advertisements,1,5,Z40,ignored,5.0,credit card,0,no,8
16968,2021-05-29,2022-03-09,18,9623,Traditional media outreach,1,3,P01,purchased,1.6377114238867136,cash,1,yes,2
47852,2023-05-09,2023-05-09,21,5030,Online advertisements,0,1,C50,ignored,5.0,credit card,0,no,21
7571,2021-10-19,2023-03-24,7,11083,Traditional media outreach,1,1,Q33,purchased,4.685743732330484,cash,0,no,1
25736,2020-04-08,2020-04-25,23,4677,Traditional media outreach,1,5,H82,purchased,4.92664940806457,eft,<2,no,23
7286,2020-02-28,2023-07-04,22,4632,Influencer endorsements,1,5,A39,ignored,4.784132258608444,apple pay,0,no,8
38088,2020-12-06,2022-09-13,29,10090,Traditional media outreach,0,0,J19,purchased,4.727877622071174,eft,1,no,6
48550,2019-03-18,2020-05-17,20,12059,Influencer endorsements,0,2,E73,ignored,5.0,debit card,0,no,6
38389,2019-10-15,2020-12-09,17,4425,Online advertisements,0,4,V45,ignored,5.0,credit card,0,no,5
31259,2019-06-11,2022-04-02,18,11868,Social media promotions,1,0,S85,ignored,4.846277372472919,debit card,0,no,15
23464,2022-01-22,2023-06-17,22,10810,Influencer endorsements,1,4,P81,ignored,5.0,debit card,0,no,1
45916,2020-11-27,2022-04-02,23,8164,Word of mouth,0,1,Y33,ignored,5.0,credit card,0,no,15
17617,2019-11-27,2020-05-15,13,10999,Influencer endorsements,1,4,T95,ignored,4.009063098186644,debit card,0,no,2
8029,2019-11-17,2021-10-12,26,9502,Traditional media outreach,0,2,P84,purchased,5.0,eft,1,no,1
41012,2021-11-10,2023-01-19,23,11406,Online advertisements,0,0,D05,ignored,4.285068840472292,credit card,0,no,19
47966,2020-03-01,2023-04-24,23,7883,In-store promotions,1,5,E13,opened mail,5.0,cash,0,no,13
27756,2022-08-31,2023-03-05,26,6394,Event sponsorships,1,2,T07,opened mail,2.804988558976122,cash,0,yes,10
38778,2019-07-06,2021-03-22,14,5472,Traditional media outreach,1,6,Z72,purchased,5.0,cash,0,no,11
31150,2020-01-14,2023-08-17,10,11107,Traditional media outreach,1,2,P71,purchased,2.685210746338469,cash,1,yes,9
15877,2019-09-03,2020-11-06,30,4615,Email campaigns,0,6,Z75,ignored,5.0,debit card,0,no,21
11892,2020-02-20,2022-08-01,18,12005,Traditional media outreach,0,0,H49,purchased,5.0,cash,1,no,11
49050,2020-12-24,2023-01-23,18,7006,Influencer endorsements,0,5,W83,opened mail,4.503194072578966,google pay,0,no,3
40226,2020-01-20,2022-08-03,17,9181,Word of mouth,0,2,W94,ignored,4.290662121348263,credit card,0,no,8
22160,2019-11-14,2022-01-18,26,7713,Social media promotions,0,6,I00,ignored,4.305193834439953,debit card,0,no,12
42101,2023-01-14,2023-03-01,8,12163,Influencer endorsements,1,5,S91,ignored,5.0,apple pay,0,no,8
31353,2020-05-05,2020-11-19,15,10339,Online advertisements,0,3,B75,ignored,4.449029245585937,credit card,0,no,7
49314,2021-10-13,2023-01-07,14,6695,Influencer endorsements,0,3,M89,ignored,5.0,debit card,0,no,8
48563,2019-04-27,2022-12-26,32,10085,Influencer endorsements,0,3,L57,ignored,4.094528764000495,paypal,0,no,17
25816,2020-01-04,2022-03-02,12,6096,Word of mouth,1,4,M59,ignored,2.472920116861779,credit card,0,yes,7
6590,2019-07-02,2021-12-18,27,6346,Influencer endorsements,1,2,X64,ignored,1.4649550236177304,debit card,0,yes,14
7885,2022-10-18,2023-06-15,12,7183,Influencer endorsements,1,0,Q97,opened mail,2.653458278205396,afterpay,0,yes,8
33792,2020-05-26,2022-04-28,25,8044,Social media promotions,1,0,S77,ignored,5.0,debit card,0,no,1
48637,2019-08-12,2020-07-31,14,9641,Word of mouth,0,4,G79,ignored,5.0,credit card,0,no,5
23902,2022-04-29,2023-04-01,11,10820,Word of mouth,0,0,V85,ignored,4.507802884798513,credit card,0,no,4
38684,2021-03-09,2021-07-05,1,11957,Online advertisements,1,6,P69,ignored,5.0,debit card,0,no,1
19131,2019-06-14,2019-10-24,7,7045,Event sponsorships,1,3,R85,opened mail,3.1594414116202123,cash,0,no,1
44445,2021-05-12,2022-02-11,19,10989,Online advertisements,0,2,F08,ignored,5.0,credit card,0,no,13
19861,2020-03-09,2023-06-18,31,10753,Influencer endorsements,0,0,N94,ignored,3.5938592649655265,debit card,0,no,29
40719,2021-03-08,2021-05-24,16,6332,Online advertisements,1,0,J31,ignored,5.0,credit card,0,no,16
10159,2020-10-04,2022-05-11,23,6157,Online advertisements,1,1,X25,ignored,5.0,debit card,0,no,14
16504,2019-06-27,2022-08-10,21,9485,In-store promotions,1,1,T12,opened mail,4.941605336905995,cash,0,no,17
5007,2023-05-27,2023-07-31,16,10037,Influencer endorsements,1,1,H27,ignored,5.0,apple pay,0,no,16
49743,2022-12-20,2023-05-29,10,5516,Word of mouth,0,2,O23,ignored,1.8470711376911368,credit card,0,yes,5
27915,2021-01-26,2021-03-29,9,4892,Social media promotions,0,3,Y68,ignored,4.246606763680235,debit card,0,no,9
24602,2019-05-15,2021-08-26,26,12288,Word of mouth,0,5,A46,ignored,3.7394128893979617,credit card,0,yes,19
34519,2022-05-31,2022-11-17,30,10874,Social media promotions,1,3,M36,ignored,4.781030704333919,debit card,0,no,7
8799,2021-07-11,2022-12-08,28,9358,Influencer endorsements,1,3,I30,ignored,4.397435272387075,paypal,0,no,20
25349,2019-05-15,2021-05-03,3,7143,Word of mouth,0,2,X13,ignored,4.383953452883422,credit card,0,no,2
34258,2021-05-12,2022-07-02,18,12266,Online advertisements,0,6,C40,ignored,4.657796265025749,debit card,0,no,12
